0.046089,0.059964,0.99418,43.782
0.25505,0.31393,0.72661,5220.7
0.042361,0.059055,0.99433,43.816
0.36262,0.46011,0.20278,150.77
0.045679,0.062372,0.99337,43.001
0.24885,0.31509,0.71618,5417.5
0.043362,0.060883,0.99366,43.057
0.35944,0.45798,0.21242,147.18
0.046151,0.059101,0.9941,52.311
0.25339,0.31942,0.71296,7539.2
0.043316,0.058214,0.99429,46.989
0.36217,0.4593,0.20344,158.18
0.046052,0.064517,0.99299,53.64
0.25059,0.30428,0.73295,4097
0.044282,0.063133,0.99326,53.587
0.36085,0.45756,0.20395,176.93
0.047726,0.065273,0.99232,83.898
0.24951,0.30009,0.7382,5774.8
0.044364,0.064468,0.99253,83.906
0.36359,0.46035,0.19822,168.39
0.047043,0.059419,0.99444,59.123
0.25495,0.3095,0.73287,6361.3
0.044284,0.058601,0.9946,59.17
0.36478,0.46013,0.19225,199.09
0.052231,0.072899,0.99074,53.957
0.25078,0.29883,0.72821,10136
0.049513,0.071345,0.99117,53.908
0.36567,0.45623,0.15106,189.23
0.050207,0.070618,0.99145,56.485
0.25118,0.29918,0.70263,6038.8
0.047917,0.068346,0.99195,56.467
0.36202,0.45532,0.17667,163.57
0.050914,0.06739,0.99264,57.68
0.2467,0.29795,0.73576,6332.4
0.048346,0.065958,0.99296,57.646
0.36494,0.45583,0.16759,140.4
0.05474,0.070762,0.99231,70.101
0.24675,0.28884,0.74177,5849.2
0.052506,0.068378,0.99286,70.222
0.36853,0.45389,0.13014,172.92
0.054975,0.069718,0.99135,78.786
0.24375,0.29219,0.72894,4286
0.052067,0.067737,0.99181,78.704
0.36725,0.45524,0.12801,161.48
0.057836,0.072581,0.99137,74.337
0.24942,0.29025,0.75178,5726
0.054468,0.071391,0.99166,74.334
0.36982,0.4553,0.1183,206.12
0.056822,0.070724,0.99117,60.068
0.23772,0.27594,0.75898,8062.4
0.053947,0.068723,0.9916,60.017
0.36664,0.45244,0.12947,208.03
0.055458,0.064471,0.99323,98.799
0.24669,0.27678,0.75799,6899.8
0.053594,0.063279,0.99341,98.917
0.36715,0.45192,0.1307,198.71
0.05714,0.063388,0.99322,50.252
0.24831,0.28118,0.75024,4689.3
0.054071,0.06231,0.99342,50.209
0.37003,0.45316,0.11259,174.41
0.059737,0.070725,0.99143,56.166
0.24668,0.28867,0.75546,6202.3
0.057647,0.067892,0.99196,56.184
0.37052,0.45217,0.098019,196.66
0.059675,0.068176,0.99267,71.548
0.24631,0.27614,0.77527,5432.7
0.057039,0.066233,0.99301,52.86
0.37126,0.4513,0.099627,183.9
0.062919,0.071761,0.99141,66.927
0.24443,0.26575,0.77075,5271.8
0.059818,0.06904,0.99193,66.925
0.37123,0.44921,0.094043,152.34
0.063994,0.064703,0.99266,79.965
0.24738,0.26741,0.77374,7017.1
0.062098,0.063562,0.99287,79.91
0.37622,0.44911,0.065543,175.52
0.064914,0.069986,0.99146,62.554
0.24514,0.26646,0.77229,8903.5
0.063538,0.068433,0.99183,62.504
0.3758,0.44941,0.05757,219.13
0.066332,0.065441,0.99224,46.547
0.24534,0.27045,0.77505,8363.6
0.063964,0.063723,0.99259,46.591
0.37651,0.44836,0.048209,163.15
0.068208,0.076383,0.98974,63.25
0.24286,0.25068,0.78832,5217.2
0.065496,0.073135,0.99042,63.154
0.3755,0.44602,0.049782,169.08
0.069145,0.075211,0.98972,49.332
0.25327,0.24923,0.78505,7685.5
0.067733,0.073058,0.99018,49.255
0.37939,0.4474,0.03687,171.61
0.068863,0.068502,0.99162,49.463
0.24884,0.247,0.781,5462.9
0.067797,0.066678,0.99198,49.432
0.37798,0.44545,0.044913,163.21
0.070284,0.067677,0.99181,51.277
0.24378,0.23779,0.80207,6268
0.068922,0.066408,0.99209,51.198
0.3805,0.44371,0.023342,178.3
0.071426,0.064049,0.9921,53.72
0.24413,0.24486,0.79746,6299.8
0.069674,0.06295,0.99232,53.854
0.38054,0.44446,0.024754,186.49
0.069828,0.068772,0.99133,46.252
0.24845,0.24307,0.79209,6204.5
0.066944,0.065785,0.9919,46.123
0.37785,0.44504,0.048537,157.79
0.06562,0.070109,0.99154,56.893
0.24155,0.24311,0.78843,5728.3
0.064457,0.069415,0.99168,56.947
0.37499,0.44818,0.073092,161.33
0.06588,0.074144,0.98971,56.75
0.24419,0.22868,0.79528,5997.9
0.064142,0.072164,0.99013,56.631
0.37319,0.44551,0.067049,186.16
0.068309,0.069507,0.99081,57.626
0.24234,0.23522,0.78639,5657.5
0.065856,0.068553,0.99102,57.649
0.37478,0.44651,0.055336,156.43
0.067804,0.069819,0.99113,50.453
0.25532,0.23837,0.70379,7584.1
0.065601,0.068102,0.99146,50.475
0.37346,0.44556,0.069274,170.84
0.066346,0.063069,0.99215,47.576
0.24748,0.24504,0.79063,6161.4
0.063004,0.061733,0.99234,47.572
0.37497,0.4487,0.065565,161.92
0.066597,0.074685,0.98986,53.716
0.25172,0.23552,0.76378,7481.4
0.065227,0.073269,0.9902,53.648
0.37428,0.44783,0.071485,179.8
0.069689,0.074394,0.98877,55.99
0.23781,0.23328,0.81971,7649.5
0.067545,0.072791,0.98915,55.957
0.37594,0.44539,0.03892,186.12
0.074925,0.080621,0.98795,65.32
0.2474,0.23123,0.80004,7249.9
0.072872,0.078924,0.98841,65.301
0.38129,0.44506,0.010485,172.98
0.045591,0.061116,0.99381,100.99
0.27545,0.33004,0.71582,6219.7
0.042412,0.060547,0.99391,101.18
0.36621,0.46202,0.19426,153.69
